Date,Day,NetWorth,Cash,Shares
2020-10-30,478,9796.99939212078,9796.99939212078,0
2020-11-02,479,9796.99939212078,9796.99939212078,0
2020-11-03,480,9796.99939212078,9796.99939212078,0
2020-11-04,481,9796.99939212078,9796.99939212078,0
2020-11-05,482,9796.99939212078,9796.99939212078,0
2020-11-06,483,9796.99939212078,9796.99939212078,0
2020-11-09,484,9796.99939212078,9796.99939212078,0
2020-11-10,485,9796.99939212078,9796.99939212078,0
2020-11-11,486,9796.99939212078,9796.99939212078,0
2020-11-12,487,9796.99939212078,9796.99939212078,0
2020-11-13,488,9796.99939212078,9796.99939212078,0
2020-11-14,489,9796.99939212078,9796.99939212078,0
2020-11-17,490,9796.99939212078,9796.99939212078,0
2020-11-18,491,9796.99939212078,9796.99939212078,0
2020-11-19,492,9796.99939212078,6857.89957448454,2.12460951425242
2020-11-20,493,9813.89003775908,9813.89003775908,0
2020-11-23,494,9813.89003775908,6869.72302643136,2.1051567776109
2020-11-24,495,9880.09721841495,9880.09721841495,0
2020-11-25,496,9880.09721841495,6916.06805289046,2.07012743696753
2020-11-26,497,9836.27262057435,9836.27262057435,0
2020-11-27,498,9836.27262057435,6885.39083440204,2.06375574264075
2020-12-01,499,9855.58937432546,9855.58937432546,0
2020-12-02,500,9855.58937432546,9855.58937432546,0
2020-12-03,501,9855.58937432546,9855.58937432546,0
2020-12-04,502,9855.58937432546,9855.58937432546,0
2020-12-07,503,9855.58937432546,9855.58937432546,0
2020-12-08,504,9855.58937432546,9855.58937432546,0
2020-12-09,505,9855.58937432546,9855.58937432546,0
2020-12-10,506,9855.58937432546,9855.58937432546,0
2020-12-11,507,9855.58937432546,9855.58937432546,0
2020-12-14,508,9855.58937432546,9855.58937432546,0
2020-12-15,509,9855.58937432546,9855.58937432546,0
2020-12-16,510,9855.58937432546,9855.58937432546,0
2020-12-17,511,9855.58937432546,9855.58937432546,0
2020-12-18,512,9855.58937432546,9855.58937432546,0
