Date,Day,NetWorth,Cash,Shares
2019-09-18,199,9695.0011012435,9695.0011012435,0
2019-09-19,200,9695.0011012435,9695.0011012435,0
2019-09-20,201,9695.0011012435,9695.0011012435,0
2019-09-23,202,9695.0011012435,9695.0011012435,0
2019-09-24,203,9695.0011012435,9695.0011012435,0
2019-09-25,204,9695.0011012435,9695.0011012435,0
2019-09-26,205,9695.0011012435,9695.0011012435,0
2019-09-27,206,9695.0011012435,9695.0011012435,0
2019-09-30,207,9695.0011012435,9695.0011012435,0
2019-10-01,208,9695.0011012435,9695.0011012435,0
2019-10-03,209,9695.0011012435,9695.0011012435,0
2019-10-04,210,9695.0011012435,9695.0011012435,0
2019-10-07,211,9695.0011012435,9695.0011012435,0
2019-10-09,212,9695.0011012435,9695.0011012435,0
2019-10-10,213,9695.0011012435,9695.0011012435,0
2019-10-11,214,9695.0011012435,9695.0011012435,0
2019-10-14,215,9695.0011012435,9695.0011012435,0
2019-10-15,216,9695.0011012435,9695.0011012435,0
2019-10-16,217,9695.0011012435,9695.0011012435,0
2019-10-17,218,9695.0011012435,9695.0011012435,0
2019-10-18,219,9695.0011012435,9695.0011012435,0
2019-10-22,220,9695.0011012435,9695.0011012435,0
2019-10-23,221,9695.0011012435,9695.0011012435,0
2019-10-24,222,9695.0011012435,9695.0011012435,0
2019-10-25,223,9695.0011012435,9695.0011012435,0
2019-10-27,224,9695.0011012435,9695.0011012435,0
2019-10-29,225,9695.0011012435,9695.0011012435,0
2019-10-30,226,9695.0011012435,9695.0011012435,0
2019-10-31,227,9695.0011012435,9695.0011012435,0
2019-11-01,228,9695.0011012435,9695.0011012435,0
2019-11-04,229,9695.0011012435,9695.0011012435,0
2019-11-05,230,9695.0011012435,9695.0011012435,0
2019-11-06,231,9695.0011012435,9695.0011012435,0
2019-11-07,232,9695.0011012435,9695.0011012435,0
2019-11-08,233,9695.0011012435,9695.0011012435,0
2019-11-11,234,9695.0011012435,9695.0011012435,0
2019-11-13,235,9695.0011012435,9695.0011012435,0
2019-11-14,236,9695.0011012435,9695.0011012435,0
2019-11-15,237,9695.0011012435,9695.0011012435,0
2019-11-18,238,9695.0011012435,9695.0011012435,0
2019-11-19,239,9695.0011012435,9695.0011012435,0
2019-11-20,240,9695.0011012435,9695.0011012435,0
2019-11-21,241,9695.0011012435,9695.0011012435,0
2019-11-22,242,9695.0011012435,9695.0011012435,0
2019-11-25,243,9695.0011012435,9695.0011012435,0
2019-11-26,244,9695.0011012435,9695.0011012435,0
2019-11-27,245,9695.0011012435,9695.0011012435,0
2019-11-28,246,9695.0011012435,9695.0011012435,0
2019-11-29,247,9695.0011012435,9695.0011012435,0
2019-12-02,248,9695.0011012435,9695.0011012435,0
2019-12-03,249,9695.0011012435,9695.0011012435,0
2019-12-04,250,9695.0011012435,9695.0011012435,0
2019-12-05,251,9695.0011012435,9695.0011012435,0
2019-12-06,252,9695.0011012435,9695.0011012435,0
2019-12-09,253,9695.0011012435,9695.0011012435,0
2019-12-10,254,9695.0011012435,9695.0011012435,0
2019-12-11,255,9695.0011012435,9695.0011012435,0
2019-12-12,256,9695.0011012435,9695.0011012435,0
2019-12-13,257,9695.0011012435,9695.0011012435,0
2019-12-16,258,9695.0011012435,9695.0011012435,0
2019-12-17,259,9695.0011012435,9695.0011012435,0
2019-12-18,260,9695.0011012435,9695.0011012435,0
2019-12-19,261,9695.0011012435,9695.0011012435,0
2019-12-20,262,9695.0011012435,9695.0011012435,0
2019-12-23,263,9695.0011012435,9695.0011012435,0
2019-12-24,264,9695.0011012435,9695.0011012435,0
2019-12-26,265,9695.0011012435,9695.0011012435,0
2019-12-27,266,9695.0011012435,9695.0011012435,0
2019-12-30,267,9695.0011012435,9695.0011012435,0
2019-12-31,268,9695.0011012435,9695.0011012435,0
2020-01-01,269,9695.0011012435,9695.0011012435,0
2020-01-02,270,9695.0011012435,9695.0011012435,0
2020-01-03,271,9695.0011012435,9695.0011012435,0
2020-01-06,272,9695.0011012435,9695.0011012435,0
2020-01-07,273,9695.0011012435,9695.0011012435,0
2020-01-08,274,9695.0011012435,9695.0011012435,0
2020-01-09,275,9695.0011012435,7756.0008809948,1.16492151965389
2020-01-10,276,9716.61039543308,7756.0008809948,1.16492151965389
2020-01-13,277,9727.38591948988,7756.0008809948,1.16492151965389
2020-01-14,278,9709.34128515044,7756.0008809948,1.16492151965389
2020-01-15,279,9708.21131127638,7756.0008809948,1.16492151965389
2020-01-16,280,9728.72557923748,7756.0008809948,1.16492151965389
2020-01-17,281,9735.58696698824,7756.0008809948,1.16492151965389
2020-01-20,282,9672.30843004064,7756.0008809948,1.16492151965389
2020-01-21,283,9629.21798302865,7756.0008809948,1.16492151965389
2020-01-22,284,9612.24507648729,7756.0008809948,1.16492151965389
2020-01-23,285,9616.53198767961,7756.0008809948,1.16492151965389
2020-01-24,286,9646.70345503865,9646.70345503865,0
2020-01-27,287,9646.70345503865,9646.70345503865,0
2020-01-28,288,9646.70345503865,9646.70345503865,0
2020-01-29,289,9646.70345503865,9646.70345503865,0
2020-01-30,290,9646.70345503865,9646.70345503865,0
2020-01-31,291,9646.70345503865,9646.70345503865,0
2020-02-01,292,9646.70345503865,9646.70345503865,0
2020-02-03,293,9646.70345503865,9646.70345503865,0
2020-02-04,294,9646.70345503865,9646.70345503865,0
2020-02-05,295,9646.70345503865,9646.70345503865,0
2020-02-06,296,9646.70345503865,9646.70345503865,0
2020-02-07,297,9646.70345503865,9646.70345503865,0
2020-02-10,298,9646.70345503865,9646.70345503865,0
2020-02-11,299,9646.70345503865,9646.70345503865,0
2020-02-12,300,9646.70345503865,9646.70345503865,0
2020-02-13,301,9646.70345503865,9646.70345503865,0
2020-02-14,302,9646.70345503865,9646.70345503865,0
2020-02-17,303,9646.70345503865,9646.70345503865,0
2020-02-18,304,9646.70345503865,7717.36276403092,1.1422367612192
2020-02-19,305,9670.29064415783,7717.36276403092,1.1422367612192
2020-02-20,306,9645.42414986608,7717.36276403092,1.1422367612192
2020-02-24,307,9629.8897299135,7717.36276403092,1.1422367612192
2020-02-25,308,9633.40781913806,7717.36276403092,1.1422367612192
2020-02-26,309,9620.92317133793,7717.36276403092,1.1422367612192
2020-02-27,310,9627.23974062748,7717.36276403092,1.1422367612192
2020-02-28,311,9585.97072644463,7717.36276403092,1.1422367612192
2020-03-02,312,9553.95383002765,7717.36276403092,1.1422367612192
2020-03-03,313,9550.49285264116,7717.36276403092,1.1422367612192
2020-03-04,314,9552.08056173925,7717.36276403092,1.1422367612192
2020-03-05,315,9602.51031474708,7717.36276403092,1.1422367612192
2020-03-06,316,9570.31066044831,7717.36276403092,1.1422367612192
2020-03-09,317,9514.0897670611,7717.36276403092,1.1422367612192
2020-03-11,318,9515.27769329277,7717.36276403092,1.1422367612192
2020-03-12,319,9409.24385474879,7717.36276403092,1.1422367612192
2020-03-13,320,9384.34309335421,7717.36276403092,1.1422367612192
2020-03-16,321,9331.61744445634,7717.36276403092,1.1422367612192
2020-03-17,322,9263.85995978081,7717.36276403092,1.1422367612192
2020-03-18,323,9105.03193813328,7717.36276403092,1.1422367612192
2020-03-19,324,9034.32748261381,7717.36276403092,1.1422367612192
2020-03-20,325,9106.52826829048,7717.36276403092,1.1422367612192
2020-03-23,326,8999.98042320396,7717.36276403092,1.1422367612192
2020-03-24,327,9000.82567840726,7717.36276403092,1.1422367612192
2020-03-25,328,9113.21035334361,7717.36276403092,1.1422367612192
2020-03-26,329,9251.7636724795,7717.36276403092,1.1422367612192
2020-03-27,330,9325.9633724883,7717.36276403092,1.1422367612192
2020-03-30,331,9235.16697233899,7717.36276403092,1.1422367612192
2020-03-31,332,9214.92653693018,7717.36276403092,1.1422367612192
2020-04-01,333,9070.84479186999,7717.36276403092,1.1422367612192
2020-04-03,334,8995.06880513071,7717.36276403092,1.1422367612192
2020-04-07,335,9086.08223026466,7717.36276403092,1.1422367612192
2020-04-08,336,9088.62941824218,7717.36276403092,1.1422367612192
2020-04-09,337,9144.51906296863,7717.36276403092,1.1422367612192
2020-04-13,338,9130.17256924772,7717.36276403092,1.1422367612192
2020-04-15,339,9106.92805115691,7717.36276403092,1.1422367612192
2020-04-16,340,9016.08596153714,7717.36276403092,1.1422367612192
2020-04-17,341,9044.16214112791,7717.36276403092,1.1422367612192
2020-04-20,342,9081.14776745619,7717.36276403092,1.1422367612192
2020-04-21,343,9018.91870870497,7717.36276403092,1.1422367612192
2020-04-22,344,9023.21351892715,7717.36276403092,1.1422367612192
2020-04-23,345,9110.73169957177,7717.36276403092,1.1422367612192
2020-04-24,346,9134.50164657274,7717.36276403092,1.1422367612192
2020-04-27,347,9202.92162856977,7717.36276403092,1.1422367612192
2020-04-28,348,9230.24393189813,7717.36276403092,1.1422367612192
2020-04-29,349,9232.26569096549,7717.36276403092,1.1422367612192
2020-04-30,350,9270.85044875947,7717.36276403092,1.1422367612192
2020-05-04,351,9183.01244182172,7717.36276403092,1.1422367612192
2020-05-05,352,9166.70130087151,7717.36276403092,1.1422367612192
2020-05-06,353,9146.70073518256,7717.36276403092,1.1422367612192
2020-05-07,354,9093.90655207901,7717.36276403092,1.1422367612192
2020-05-08,355,9119.12713976673,7717.36276403092,1.1422367612192
2020-05-11,356,9104.60931053163,7717.36276403092,1.1422367612192
2020-05-12,357,9030.40961052283,7717.36276403092,1.1422367612192
2020-05-13,358,9083.88913568312,7717.36276403092,1.1422367612192
2020-05-14,359,9077.65252296686,7717.36276403092,1.1422367612192
2020-05-15,360,9054.94485615382,7717.36276403092,1.1422367612192
2020-05-18,361,9005.09764389422,7717.36276403092,1.1422367612192
2020-05-19,362,9026.58311737275,7717.36276403092,1.1422367612192
2020-05-20,363,9032.77404061856,7717.36276403092,1.1422367612192
2020-05-21,364,9054.68214169874,9054.68214169874,0
2020-05-22,365,9054.68214169874,9054.68214169874,0
2020-05-26,366,9054.68214169874,9054.68214169874,0
2020-05-27,367,9054.68214169874,9054.68214169874,0
2020-05-28,368,9054.68214169874,9054.68214169874,0
2020-05-29,369,9054.68214169874,9054.68214169874,0
2020-06-01,370,9054.68214169874,9054.68214169874,0
2020-06-02,371,9054.68214169874,9054.68214169874,0
2020-06-03,372,9054.68214169874,9054.68214169874,0
2020-06-04,373,9054.68214169874,9054.68214169874,0
2020-06-05,374,9054.68214169874,9054.68214169874,0
2020-06-08,375,9054.68214169874,9054.68214169874,0
2020-06-09,376,9054.68214169874,9054.68214169874,0
2020-06-10,377,9054.68214169874,9054.68214169874,0
2020-06-11,378,9054.68214169874,9054.68214169874,0
2020-06-12,379,9054.68214169874,9054.68214169874,0
2020-06-15,380,9054.68214169874,9054.68214169874,0
2020-06-16,381,9054.68214169874,9054.68214169874,0
