Date,Day,NetWorth,Cash,Shares
2020-09-15,446,4749.69296689605,944.270548288394,10.3055365287539
2020-09-16,447,4771.02542751057,944.270548288394,10.3055365287539
2020-09-17,448,4749.69296689605,944.270548288394,10.3055365287539
2020-09-18,449,4756.7007317356,944.270548288394,10.3055365287539
2020-09-21,450,4634.78623460044,944.270548288394,10.3055365287539
2020-09-22,451,4577.79661759643,944.270548288394,10.3055365287539
2020-09-23,452,4556.36110161662,944.270548288394,10.3055365287539
2020-09-24,453,4450.11102000517,944.270548288394,10.3055365287539
2020-09-25,454,4485.04678883765,4485.04678883765,0
2020-09-28,455,4485.04678883765,4485.04678883765,0
2020-09-29,456,4485.04678883765,4485.04678883765,0
2020-09-30,457,4485.04678883765,4485.04678883765,0
2020-10-01,458,4485.04678883765,4485.04678883765,0
2020-10-05,459,4485.04678883765,4485.04678883765,0
2020-10-06,460,4485.04678883765,4485.04678883765,0
2020-10-07,461,4485.04678883765,4485.04678883765,0
2020-10-08,462,4485.04678883765,4485.04678883765,0
2020-10-09,463,4485.04678883765,4485.04678883765,0
2020-10-12,464,4485.04678883765,4485.04678883765,0
2020-10-13,465,4485.04678883765,4485.04678883765,0
2020-10-14,466,4485.04678883765,4485.04678883765,0
2020-10-15,467,4485.04678883765,4485.04678883765,0
2020-10-16,468,4485.04678883765,4485.04678883765,0
2020-10-19,469,4485.04678883765,4485.04678883765,0
2020-10-20,470,4485.04678883765,4485.04678883765,0
2020-10-21,471,4485.04678883765,4485.04678883765,0
2020-10-22,472,4485.04678883765,4485.04678883765,0
2020-10-23,473,4485.04678883765,4485.04678883765,0
2020-10-26,474,4485.04678883765,4485.04678883765,0
2020-10-27,475,4485.04678883765,4485.04678883765,0
2020-10-28,476,4485.04678883765,4485.04678883765,0
2020-10-29,477,4485.04678883765,4485.04678883765,0
2020-10-30,478,4485.04678883765,4485.04678883765,0
2020-11-02,479,4485.04678883765,4485.04678883765,0
2020-11-03,480,4485.04678883765,4485.04678883765,0
2020-11-04,481,4485.04678883765,4485.04678883765,0
2020-11-05,482,4485.04678883765,4485.04678883765,0
2020-11-06,483,4485.04678883765,4485.04678883765,0
2020-11-09,484,4485.04678883765,4485.04678883765,0
2020-11-10,485,4485.04678883765,4485.04678883765,0
2020-11-11,486,4485.04678883765,4485.04678883765,0
2020-11-12,487,4485.04678883765,4485.04678883765,0
2020-11-13,488,4485.04678883765,4485.04678883765,0
2020-11-14,489,4485.04678883765,4485.04678883765,0
